Timestamp,What is your age?,Do you have an innie or an outie? ,Have you ever felt insecure about the look of your vulva?,Have you ever felt discomfort while wearing underwear due to the size of your vulva/size of the underwear?,Do you find that some underwear gussets (the crotch) are too small?,Have you ever gotten BV or a yeast infection from wearing underwear that wasn't breathable or was too tight?,"What is the average width of the underwear gussets in your underwear drawer? (measure the width of the crotch of a few pairs, add up all of the numbers, and divide that new number by the total number of pairs you counted)",What is your favorite underwear style?,What is your favorite type of rise?,What styles or colors do you want Cherri to make?,Any other feedback or comments for Cherri?
2021-08-29 04:23:54.414,18 - 24,Innie,Yes,No,No,Yes,,Thong,Midrise,Black,
2021-08-29 04:55:30.946,18 - 24,Innie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-29 05:00:09.556,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-29 05:03:05.936,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-29 05:10:01.048,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-29 05:38:26.130,Under 18,Innie,Yes,Yes,Yes,No,,Thong,Midrise,Seemless ,Thank you <3
2021-08-29 05:43:19.670,25 - 32,Innie,No,Yes,Yes,No,,Cheeky,Lowrise,Greeen,
2021-08-29 06:03:52.867,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Green,
2021-08-29 06:34:47.312,18 - 24,Innie,No,Yes,Yes,No,,Thong,Lowrise,Black,
2021-08-29 08:30:01.855,18 - 24,Innie,Yes,No,Yes,Yes,,Brief,Highwaisted,Black,
2021-08-29 08:48:19.781,18 - 24,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Highwaisted,Black,
2021-08-29 09:07:59.426,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-29 09:57:33.259,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-29 10:14:53.340,Under 18,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-29 10:47:27.020,18 - 24,Innie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-29 11:01:29.940,25 - 32,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,All the colors and shorties ,
2021-08-29 11:12:06.592,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-29 11:18:37.560,18 - 24,Innie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,Black,
2021-08-29 11:25:12.054,18 - 24,Outie,Yes,Yes,Yes,No,,Brief,Midrise,,
2021-08-29 11:26:21.948,18 - 24,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-29 11:30:56.106,Under 18,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Nude colors,
2021-08-29 11:36:50.508,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-29 11:44:48.178,25 - 32,Outie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-29 11:53:11.339,Under 18,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-29 12:16:57.638,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-29 12:30:17.636,33 - 39,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,Black,
2021-08-29 12:36:05.578,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-29 12:43:49.974,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Midrise,Any,
2021-08-29 13:08:39.696,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-29 13:21:21.408,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-29 13:37:37.672,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,I really love your ruffle cheeky in deep or neon colors ,I love how you have plus size models I do prefer darker colors due to my iridescent white skin lol
2021-08-29 13:55:49.384,Under 18,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,No show cheeky,Nope
2021-08-29 14:17:56.068,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-29 14:26:26.348,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-29 14:27:33.382,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,Black is so pretty and plus sizes that actually fit🖤,"Keep doing beautiful things, beautiful."
2021-08-29 14:50:19.337,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,Neutrals,
2021-08-29 16:07:07.229,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Black,
2021-08-29 16:28:17.068,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-29 16:30:35.113,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-29 17:04:42.030,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-29 17:27:14.756,18 - 24,Innie,Yes,No,Yes,No,,Thong,Midrise,,
2021-08-29 18:02:04.709,18 - 24,Innie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-29 18:32:45.642,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,Black lace,
2021-08-29 18:40:13.778,18 - 24,Innie,Yes,Yes,Yes,No,,Shortie/Boxer,Midrise,black ,"my bra band size is a 28, can never find bras that fit :/"
2021-08-29 18:58:26.408,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Cute yet simple prints! Something neutral that works for gender fluid people ,
2021-08-29 19:04:37.610,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-29 19:04:53.393,25 - 32,Outie,Yes,No,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-29 19:08:02.828,25 - 32,Innie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-29 19:10:51.057,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-29 19:21:24.749,Under 18,Innie,No,Yes,Yes,Yes,,Thong,Lowrise,multi colour like red and black etc,
2021-08-29 20:00:09.657,18 - 24,Innie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,LACEY DARK GREEN ,
2021-08-29 20:26:18.387,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-29 21:37:56.001,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Red and black/gothic style please! ,Just found you through TikTok and so glad you’re doing this 🥰
2021-08-29 21:39:19.602,18 - 24,Outie,No,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-29 22:17:41.014,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,High rise cheeky ,
2021-08-29 22:22:23.440,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-29 22:22:49.243,18 - 24,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Lowrise,"Blues, lace, purples, rainbow ",
2021-08-29 22:45:45.040,18 - 24,Outie,No,Yes,Yes,Yes,,Brief,Highwaisted,,
2021-08-29 22:50:20.060,25 - 32,Outie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,Black ,
2021-08-29 22:53:46.623,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,"Not sure if you already make them, but a high waisted thong?",
2021-08-29 22:57:25.269,Under 18,Innie,No,Yes,Yes,No,,Thong,Midrise,blacks and nudes!!,
2021-08-29 23:03:35.612,25 - 32,Innie,No,Yes,Yes,Yes,,Brief,Highwaisted,,Why does my underwear always give me wedgies?!?
2021-08-30 00:09:54.142,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,"Bright! Mustard yellow, orange, blue",
2021-08-30 01:18:59.897,18 - 24,Innie,No,Yes,Yes,No,,Thong,Highwaisted,Black,
2021-08-30 02:32:31.287,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,Red and black,
2021-08-30 02:45:39.476,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-30 03:03:53.381,25 - 32,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-30 03:51:13.313,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-30 04:11:39.565,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-30 04:36:32.419,Under 18,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Anything cute,
2021-08-30 04:41:08.493,18 - 24,Outie,No,Yes,Yes,Yes,,Thong,Midrise,Yellow ,
2021-08-30 04:51:05.940,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-30 05:35:09.588,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Black ,
2021-08-30 07:41:40.322,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Pastels,
2021-08-30 08:15:13.156,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Black,
2021-08-30 09:41:57.176,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,Black,
2021-08-30 09:50:21.345,33 - 39,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-30 09:53:17.805,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Midrise,All shades of red,
2021-08-30 10:34:02.244,Under 18,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-30 10:36:49.019,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,"Neon green, neon pink <- tiger stripes ",
2021-08-30 10:54:40.035,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,pink and black,
2021-08-30 10:59:23.304,18 - 24,Innie,Yes,Yes,Yes,No,,Brief,Highwaisted,Black lace,
2021-08-30 11:01:12.904,25 - 32,Innie,No,No,Yes,No,,Thong,Lowrise,,
2021-08-30 11:22:41.442,25 - 32,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,No vpl,
2021-08-30 11:25:58.509,18 - 24,Innie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-30 11:36:21.301,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-30 11:41:04.461,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Lowrise,Pink and black,
2021-08-30 11:45:59.608,18 - 24,Outie,Yes,No,No,Yes,,Cheeky,Highwaisted,Yellow!,Thank you!
2021-08-30 12:11:14.601,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,Dark purple ,
2021-08-30 12:27:47.765,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,greys,
2021-08-30 12:35:48.642,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,PINKKKK,
2021-08-30 13:23:17.140,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-30 14:15:02.207,18 - 24,Innie,Yes,No,Yes,No,,Thong,Highwaisted,,
2021-08-30 14:30:03.069,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-30 14:30:30.253,18 - 24,Outie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-30 14:49:33.558,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-30 15:05:06.089,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-30 15:32:08.872,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-30 15:33:09.739,Under 18,Outie,Yes,Yes,No,No,,Shortie/Boxer,Midrise,,
2021-08-30 15:38:25.582,25 - 32,Innie,No,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-30 15:57:21.473,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,Cute styles,I love your tiktikoks 
2021-08-30 16:13:40.285,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-30 16:32:26.560,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-30 16:47:28.189,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Literally any and every color,
2021-08-30 17:00:54.543,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-30 17:10:56.065,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,High waisted with a thick elastic waistband,
2021-08-30 17:11:58.919,25 - 32,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-30 17:20:43.329,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-30 17:23:15.386,25 - 32,Innie,Yes,Yes,Yes,No,,Brief,Highwaisted,Anything not floral as that seems to be all you can get in high waisted plus size,
2021-08-30 17:42:54.679,Under 18,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,black or grey ,
2021-08-30 17:47:21.416,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-30 17:48:13.588,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-30 17:51:39.689,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,levander,
2021-08-30 17:57:35.928,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,Black,
2021-08-30 18:04:38.406,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-30 18:21:12.132,Under 18,Innie,No,No,Yes,Yes,,Shortie/Boxer,Midrise,Red background and grape design’s all over ,Nope
2021-08-30 18:37:20.150,25 - 32,Outie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Any,
2021-08-30 19:13:51.168,25 - 32,Innie,No,No,Yes,Yes,,Thong,Midrise,Black thongs to work out in and wear to work!!,Saw you on TikTok and love the business! I’m a flight attendant and finding the right underwear under my uniform is always challenging
2021-08-30 19:21:29.006,18 - 24,Outie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Midrise,,
2021-08-30 19:38:49.269,25 - 32,Innie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Highwaisted,,
2021-08-30 20:16:00.138,18 - 24,Outie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-30 20:18:11.806,18 - 24,Outie,No,Yes,Yes,Yes,,Thong,Midrise,"Midrise and highrise thongs without the high cut leg - for highrise an example would be your classic brief cut in the front with a thong cut in the back, and for a midrise example something like the Jockey ""natural beauty"" thong! ",
2021-08-30 20:23:14.649,18 - 24,Outie,Yes,No,No,No,,Cheeky,Midrise,,
2021-08-30 20:24:14.124,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,Pink and baby blue and orange ,With you guys shipped to the U.K. 
2021-08-30 20:27:59.133,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-30 20:30:46.576,25 - 32,Outie,Yes,Yes,Yes,No,,Cheeky,Lowrise,,
2021-08-30 20:39:36.093,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Lowrise,I like black or leopard print,
2021-08-30 20:51:35.718,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,Nudes (for all skin types),
2021-08-30 20:59:54.302,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-30 21:15:20.984,18 - 24,Innie,No,Yes,Yes,Yes,,Brief,Highwaisted,,
2021-08-30 21:25:28.335,25 - 32,Innie,No,Yes,Yes,No,,Brief,Midrise,,
2021-08-30 21:43:06.044,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-30 21:44:08.956,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-30 21:57:55.654,25 - 32,Innie,Yes,No,Yes,Yes,,Shortie/Boxer,Midrise,,
2021-08-30 22:01:45.438,18 - 24,Innie,No,Yes,Yes,Yes,,Brief,Lowrise,Nudes for see through clothing items,
2021-08-30 22:02:47.757,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-30 22:32:12.041,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-30 22:47:43.122,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-30 23:21:13.666,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Lowrise,G string,
2021-08-30 23:23:31.255,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-31 00:18:07.028,18 - 24,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,pink!,
2021-08-31 00:26:24.245,18 - 24,Innie,Yes,No,Yes,No,,Midrise/Lowrise Bikini,Midrise,Black,
2021-08-31 00:39:55.797,33 - 39,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-31 01:22:10.876,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,mesh w unique lace designs! like thistle and spire’s Medusa set ,
2021-08-31 01:22:48.279,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-31 02:25:29.365,25 - 32,Outie,Yes,Yes,No,Yes,,Thong,Highwaisted,,
2021-08-31 02:48:47.261,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,Can we get something with a bit of lace?,
2021-08-31 03:35:41.246,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-31 03:36:27.944,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-31 04:26:51.865,Under 18,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,Black,Nope
2021-08-31 05:12:54.102,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,"Sage green briefs, and like in every color. ",
2021-08-31 05:57:30.071,25 - 32,Innie,Yes,Yes,Yes,Yes,,Brief,Midrise,Anything with pretty patterns that fits,
2021-08-31 06:51:36.496,25 - 32,Innie,No,Yes,Yes,No,,Brief,Midrise,,
2021-08-31 07:17:21.999,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-31 07:23:05.786,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-31 08:35:43.066,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,All of themmm,
2021-08-31 08:45:43.176,25 - 32,Outie,No,Yes,Yes,No,,Thong,Midrise,"Bright colors, florals, polka dots",
2021-08-31 09:21:58.459,18 - 24,Innie,No,Yes,Yes,No,,Shortie/Boxer,Midrise,,
2021-08-31 09:49:59.385,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,I love Brazilian cut underwear!,You're doing so great
2021-08-31 09:51:18.191,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,"Flora, pastels and butterflies  also dark red a royal ",
2021-08-31 10:09:28.148,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-31 10:35:34.219,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,Green! ,
2021-08-31 10:37:31.485,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-31 10:41:50.807,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Sage green ,
2021-08-31 10:57:05.416,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-31 11:11:41.272,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,Neon colors,
2021-08-31 11:44:47.615,18 - 24,Outie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Lowrise,Floral!,Thank you for making these! I can’t wait to buy all of my underwear from you :) 
2021-08-31 12:09:21.398,Under 18,Outie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-31 12:12:34.713,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Beige ,
2021-08-31 12:26:33.569,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,All cute and sexy! ,
2021-08-31 12:42:01.684,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-31 13:04:45.640,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-31 13:40:38.042,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,sage green!,
2021-08-31 13:45:04.909,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-31 14:37:31.879,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-31 14:44:14.800,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,"Purple, black ",
2021-08-31 15:07:10.198,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,Black ,
2021-08-31 15:15:02.191,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-31 15:16:56.584,25 - 32,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-31 15:21:36.820,18 - 24,Outie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Lowrise,,
2021-08-31 15:40:35.570,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,tertiary colored ,
2021-08-31 15:41:24.212,25 - 32,Innie,No,No,Yes,No,,Brief,Highwaisted,I love your fun patterns!,I hope you can start doing underwear bundles  that include a tiny discount. I would love to try your underwear but right now (for my financial circumstances) 26-28 dollars is a lot for one pair. I saw your video explaining the price breakdown so I understand why it is priced that way but with a bundle I would feel more prone to buy because it would feel more like a deal. Thanks! Hope you have a lovely day :) and love your Tik Tok’s! 
2021-08-31 15:55:13.251,18 - 24,Innie,Yes,No,Yes,No,,Shortie/Boxer,Midrise,,
2021-08-31 16:20:51.645,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Lavender ,
2021-08-31 16:24:41.623,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-31 16:53:02.291,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-31 16:56:51.602,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-31 18:11:57.841,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-31 18:27:00.602,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-31 18:37:00.833,18 - 24,Innie,Yes,Yes,Yes,No,,Brief,Midrise,Black/dark colors with lots of coverage on the back too,
2021-08-31 19:18:27.756,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,Baby blue ,
2021-08-31 20:20:59.774,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-31 20:49:50.352,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Midrise,Black,
2021-08-31 21:29:19.768,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Lace band with cotton crotch ,
2021-08-31 21:47:44.203,18 - 24,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Midrise,blood red,
2021-08-31 22:08:05.863,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-09-01 00:02:06.265,18 - 24,Outie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Midrise,Periwinkle,
2021-09-01 00:31:16.380,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-09-01 01:59:59.401,18 - 24,Innie,Yes,Yes,Yes,No,,Brief,Midrise,,
2021-09-01 02:19:02.976,18 - 24,Outie,Yes,No,Yes,Yes,,Thong,Midrise,Thongs but definitely some snazzy sexy colors I love the confidence I get from them or even some fun patterns. ,Your products are amazing and keep doing what your doing it’s great!  
2021-09-01 03:44:50.388,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,Black ,
2021-09-01 04:29:50.675,33 - 39,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-09-01 09:54:55.813,25 - 32,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-09-01 10:03:26.852,25 - 32,Innie,Yes,Yes,Yes,No,,Brief,Highwaisted,,
2021-09-01 14:47:35.167,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-09-01 15:20:41.909,18 - 24,Innie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Highwaisted,Black is my favorite for underwear ,
2021-09-01 17:09:44.922,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-09-01 17:11:49.571,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-09-01 19:02:53.530,18 - 24,Innie,No,Yes,Yes,No,,Shortie/Boxer,Midrise,,
2021-09-01 21:44:19.862,33 - 39,Innie,Yes,Yes,Yes,No,,Brief,Midrise,,
2021-09-01 22:55:57.075,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Pink,
2021-09-01 23:54:22.150,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-09-02 02:22:17.401,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,White,
2021-09-02 03:10:15.469,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-09-03 21:41:23.847,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Lowrise,,
2021-09-04 00:39:13.138,18 - 24,Innie,No,Yes,Yes,No,,Brief,Midrise,,
2021-09-04 01:18:42.556,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-09-04 06:43:57.670,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-09-07 01:52:10.457,18 - 24,Outie,Yes,No,No,No,,Thong,Highwaisted,,
2021-09-09 01:33:07.347,25 - 32,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-09-12 16:46:06.119,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-09-15 03:09:34.051,25 - 32,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Highwaisted,,
2021-09-15 06:57:33.190,25 - 32,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-09-15 07:27:17.534,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-09-15 14:27:16.990,25 - 32,Innie,Yes,Yes,Yes,Yes,,Brief,Midrise,,
2021-09-16 22:38:23.613,Under 18,Outie,Yes,Yes,Yes,No,,Brief,Highwaisted,"okay, i have a long butt. even boyshort underwear gives me the four cheeks. can you please make a high waisted full cheek coverage underwear? like granny panties but for people with long cheeks. i trust that you'll make them look cute too :)",please just help my long buttcheeks. i'm tired of my boyshorts trying to kiss my butthole :(
2021-09-17 01:20:13.460,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-09-18 16:15:02.724,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-09-24 21:47:05.318,18 - 24,Outie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
